year_start,name,name_unified,corrected_id,corrected_label,born,source,link_notes,other_notes
1780,johnmurray_0,J. Moir,282772606,"Murray, John",Scotland,Y,,
1780,thomasjohnston_1,"JR, T.",,"Johnston, Thomas",England,N,,
1780,thomaskay_0,"KAY, T.",bbti_39382,"Kay, Thomas",England,N,,
1780,bbti_39382,"KAY, Thomas",,"Kay, Thomas",England,N,,
1780,gpolidorilondra_0,"LONDRA, G.",,"Polidori, Gaetano",Italy,N,,
1780,tlongman_2,"LONGMAN, T.",12361408,"Longman, Thomas",England,N,,
1780,12361408,"Longman, T. N.",,"Longman, Thomas",England,N,,
1780,250702521,"Low, Sampson",,"Sampson, Low",England,N,,
1780,bbti_49174,"MURDOCH, John",,,Scotland,N,,
1780,282772606,"Murray, J.",,,Scotland,Y,,
1780,bbti_109535,"RICHARDSON, James Mallcott",,,England,N,,
1780,georgerobinson_1,"ROBINSON, G.",bbti_58911,,England,Y,BBTI,
1780,bbti_58911,"ROBINSON, George I",,,England,Y,,
1780,bbti_60338,"RUSTED, Robert",,,England,N,,
1780,astrahan_1,"STRAHAN, A.",100093484,,Scotland,Y,,
1780,100093484,"Strahan, Andrew",,,Scotland,Y,,
1780,jstrahan_0,"STRAHAN, J.",,,Scotland,N,,
1780,39467138,"Strahan, William",,,Scotland,Y,,
1780,62707926,"Symonds, H.D.,",,,England,N,https://www.britishmuseum.org/collection/term/BIOG118822,
1780,bbti_72631,"WALLIS, John",,,England,Y,https://en.wikipedia.org/wiki/John_Wallis_(publisher),
1780,fwingrave_1,"WINGRAVE, F.",,,?,,,
1780,73731218,"Wood, John, Master of the Drawing Academy, Edinburgh.",,,Scotland,Y,,
1780,bbti_97091,"WRIGHT, John",,,England,N,,
