Source,Target,weight
56,19,2
56,102,1
56,23,1
56,103,5
56,104,1
56,105,2
56,106,1
56,107,1
56,108,4
56,110,1
56,111,1
56,33,1
56,112,1
56,113,1
56,114,1
56,96,1
56,115,1
56,51,1
56,60,2
56,62,22
56,89,2
56,90,4
57,3,1
57,155,1
57,100,1
57,136,1
57,157,1
57,82,1
57,111,1
57,175,1
57,176,1
57,160,1
57,161,1
58,177,2
58,178,2
59,162,1
59,163,1
59,166,1
59,167,1
59,62,5
59,171,1
60,8,2
60,19,1
60,33,1
60,51,1
60,89,1
60,90,2
61,137,1
62,98,2
62,7,15
62,8,2
62,11,7
62,13,8
62,17,56
62,91,1
62,23,1
62,128,1
62,83,4
62,39,5
62,56,8
62,179,1
63,145,2
63,146,2
64,13,1
64,76,1
64,56,1
64,72,1
65,8,1
65,31,2
65,125,1
65,174,4
66,8,2
66,19,1
66,33,1
66,180,1
66,51,1
66,60,1
66,89,1
66,90,2
67,11,2
67,62,1
67,69,1
68,7,1
68,8,1
68,17,1
68,19,1
68,25,1
68,96,1
68,60,1
68,66,1
68,89,1
69,4,1
69,7,1
69,83,1
69,43,1
69,62,1
70,104,1
70,107,1
70,111,1
70,112,1
70,113,1
70,114,1
70,115,1
71,81,5
71,84,1
71,85,1
71,86,6
71,87,1
71,88,1
72,13,1
72,76,1
72,56,1
72,64,1
73,140,1
73,1,1
73,99,1
73,8,4
73,141,1
73,12,1
73,142,1
73,105,1
73,143,1
73,62,4
73,144,1
74,62,1
75,11,3
75,13,3
75,17,2
75,56,1
