actor_id,name_unified,source,Sher,Sher number,In Sher but not yet included,scottish
34885163,"Tennent, John, 1710-1748.",millar_manual,,,,
1445031,"Teviot, Andrew Rutherford, Earl of, -1664.",wikidata,,,,
56647344,"Thom, William, 1710-1790.",mikko_annotated,,,,
193258124,"Thomas, the Rhymer, 1220?-1297.",wikidata,,,,
8756278,"Thomson, Alexander, 1763-1803.",mikko_annotated,,,,
14778969,"Thomson, James, 1700-1748.",wikidata,,,,
16181516,"Thomson, John, 1733?-1807.",edinburgh_first_manual_added,,,,
54576490,"Thomson, Mr. (George), 1757-1851.",wikidata,,,,
34570795,"Thomson, Thomas, 1773-1852.",wikidata,,,,
10701038,"Thomson, William, 1746-1817.",sher,yes,107,,
34333030,"Threipland, Patrick Murray, Sir, 1762-1837.",mikko_annotated,,,,
10982912,"Threipland, Stuart, Sir, 1716-1805.",mikko_annotated,,,,
42620067,"Tilloch, Alexander, 1759-1825,",wikidata,,,,
58956802,"Torphichen, James Sandilands, Lord, approximately 1675-1753.",mikko_annotated,,,,
306131911,"Trail, William, 1746-1831.",mikko_annotated,,,,
42739611,"Traill, Robert, 1642-1716.",mikko_annotated,,,,
22019292,"Trotter, John, 1726-1808.",wikidata,,,,
12183867,"Trotter, Thomas (Merchant in Edinburgh)",mikko_annotated,,,,
5278985,"Trotter, Thomas, 1760-1832.",wikidata,,,,
45855456,"Tullideph, Thomas, -1777.",mikko_annotated,,,,
61415581,"Turing, James (Merchant in Middleburgh)",mikko_annotated,,,,
44411,"Turnbull, George, 1698-1748.",wikidata,,,,
4801311,"Turnbull, Thomas, (Merchant)",mikko_annotated,,,,
73715671,"Tweeddale, George Hay, Marquis of, -1787.",mikko_annotated,,,,
54024677,"Tweeddale, George Hay, Marquis of, 1758-1770.",mikko_annotated,,,,
8937268,"Tweeddale, John Hay, Marquis of, 1626?-1697.",wikidata,,,,
13839156,"Tweeddale, John Hay, Marquis of, approximately 1695-1762.",mikko_annotated,,,,
121608359,"Tytler, James, 1745-1805.",wikidata,,,,
NV31868,"Tytler, James, M.A., of Brechin, Forfarshire.",mikko_annotated,,,,
31985694,"Tytler, William, 1711-1792.",sher,yes,109,,
66344683,"Udny, Alexander, -1789.",mikko_annotated,,,,
234707689,"Udny, Margaret, -1793",mikko_annotated,,,,
41398626,"Ure, David, -1798.",wikidata,,,,
34510167,"Urquhart, Leonard, -1786",mikko_annotated,,,,
61540558,"Urquhart, Thomas, 1611-1660.",wikidata,,,,
43369052,"Urquhart, William.",mikko_annotated,,,,
75386316,"Veitch, James, Lord Elliock, 1712-1793.",mikko_annotated,,,,
16004409,"Vetch, Samuel, 1668-1732.",wikidata,,,,
267883763,"Vilant, Nicolas, -1807.",wikidata,,,,
57507191,"Walker, George, D.D., Governor of Londonderry.",wikidata,,,,
14646814,"Walker, James, approximately 1770-1841.",wikidata,,,,
2324952,"Walker, John (Baillie of Edinburgh)",mikko_annotated,,,,
8168397,"Walker, John, 1731-1803.",wikidata,yes,110,,
95366997,"Walker, Patrick, 1666?-1745?.",mikko_annotated,,,,
6041181,"Walker, Robert, 1716-1783.",edinburgh_first_manual_added,,,,
52037372,"Walker, Thomas, 1704-1780.",mikko_annotated,,,,
77869520,"Wallace, Andrew, -1764.",mikko_annotated,,,,
312823407,"Wallace, George, 1727-1805.",sher,yes,111,,
12153240,"Wallace, Patrick, active 1747.",mikko_annotated,,,,
64076512,"Wallace, Robert, 1697-1771.",wikidata,yes,112,,
77849661,"Wallace, William, 1711-1763.",mikko_annotated,,,,
13087885,"Wallace, William, 1768-1843.",wikidata,,,,
11950576,"Warden, Hugh, 1745-",wikidata,,,,
75042293,"Watling, Thomas, 1762-",wikidata,,,,
54200258,"Watson, James",wikidata,,,,
100210641,"Watson, Robert, 1730?-1781.",edinburgh_first_manual_added,yes,113,,
22269445,"Watt, James, 1736-1819.",wikidata,,,,
8760983,"Watt, Robert, -1794.",mikko_annotated,,,,
16194664,"Webster, Alexander, 1707-1784.",mikko_annotated,,,,
66899122,"Webster, Charles, 1750-1795.",mikko_annotated,,,,
65516783,"Webster, James, 1658?-1720.",mikko_annotated,,,,
31853561,"Wedderburn, Alexander, -1779.",mikko_annotated,,,,
54025123,"Wedderburn, James, approximately 1495-1553",wikidata,,,,
78655260,"Wedderburn, John, Sir, 1704-1746.",wikidata,,,,
61412219,"Wedderburn, John, Sir, 1729-1803.",wikidata,,,,
77635235,"Welch, John, 1568?-1622.",wikidata,,,,
26928612,"Wemyss, David.",mikko_annotated,,,,
NV33130,"Wemyss, James.",mikko_annotated,,,,
306131938,"West, Elisabeth, of County Durham.",wikidata,,,,
9898922,"West, Thomas, -1779.",wikidata,,,,
27107411,"Whitefield, George, 1714-1770.",mikko_annotated,,,,no
59472416,"Whitefoord, Caleb, 1734-1810.",wikidata,,,,
21213399,"Whitworth, Robert, active 1773-1797.",mikko_annotated,,,,
51767169,"Whytt, Robert, 1714-1766.",wikidata,yes,114,,
10780746,"Wilkie, William, 1721-1772.",edinburgh_first_manual_added,yes,115,,
31089719,"Williams, John, approximately 1730-1795.",mikko_annotated,,,,
20111644,"Williamson, Peter, 1730-1799.",wikipedia_list,,,,
48207285,"Willison, John, 1680-1750.",mikko_annotated,,,,
69711278,"Wilson, Alexander, 1714-1786.",wikidata,,,,
34471057,"Wilson, Alexander, 1766-1813.",wikidata,,,,
15571278,"Wilson, James, 1742-1798.",wikidata,,,,
8169030,"Wilson, James, 1765-1821.",wikidata,,,,
49104141,"Wilson, William, -1751.",millar_manual,,,,
53114551,"Wilson, William, 1690-1741.",mikko_annotated,,,,
73731097,"Wilson, William, 1709 or 1710-1787.",mikko_annotated,,,,
14673924,"Wilson, William, writer at Murrayshall.",mikko_annotated,,,,
69834062,"Winzet, Ninian, 1518-1592,",wikidata,,,,
28465859,"Wishart, George, 1513?-1546,",wikidata,,,,
28476606,"Wishart, George, 1703?-1785.",millar_manual,,,,
32348398,"Wishart, William, -1753.",mikko_annotated,,,,
67264669,"Witherspoon, John, 1723-1794.",wikidata,,,,
5280128,"Wodrow, Robert, 1679-1734.",wikidata,,,,
66345152,"Wood, Andrew, 1714 or 1715-1772.",millar_manual,,,,
118295397,"Wood, John Philip, -1838.",wikipedia_list,,,,
100215110,"Wood, Robert, 1717?-1771.",millar_manual,,,,
2818795,"Woodhouselee, Alexander Fraser Tytler, Lord, 1747-1813.",wikidata,yes,108,,
73731107,"Wright, James, minister of the gospel at Maybole.",mikko_annotated,,,,
26941735,"Wright, William, 1735-1819.",wikidata,,,,
4798255,"Young, Alexander, 1759-1842.",mikko_annotated,,,,
7294401,"Young, David (Merchant in Glasgow)",mikko_annotated,,,,
15936667,"Young, David, of Perth.",mikko_annotated,,,,
18673679,"Young, John, minister of the Gospel at Hawick, in Scotland.",mikko_annotated,,,,
9749283,"Young, John, writer in Edinburgh.",mikko_annotated,,,,
37969212,"Young, Patrick, 1584-1652.",wikidata,,,,
67360367,"Young, Thomas, 1587-1655.",wikidata,,,,
16220546,"Young, William, 1755-1829,",wikidata,,,,
